3090 82 102400 [2, 82, 102400, 512, 256, 512] 64x64_16x32_2
3090 82 102400 [2, 82, 102400, 512, 256, 512] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 256, 512] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 256, 512] -1
3090 82 102400 [2, 82, 102400, 512, 2048, 64] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 2048, 64] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 2048, 64] 64x32_16x32_0
3090 82 102400 [2, 82, 102400, 512, 2048, 64] 64x64_64x8_0
3090 82 102400 [2, 82, 102400, 512, 2048, 64] 128x32_32x32_0
3090 82 102400 [2, 82, 102400, 512, 2048, 64] -1
3090 82 102400 [2, 82, 102400, 512, 256, 1024] 64x64_32x16_2
3090 82 102400 [2, 82, 102400, 512, 256, 1024] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 256, 1024] 64x64_16x32_2
3090 82 102400 [2, 82, 102400, 512, 256, 1024] 64x32_32x16_4
3090 82 102400 [2, 82, 102400, 512, 256, 1024] 64x32_16x32_4
3090 82 102400 [2, 82, 102400, 512, 256, 1024] -1
3090 82 102400 [2, 82, 102400, 512, 512, 512] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 512, 512] 64x64_32x16_2
3090 82 102400 [2, 82, 102400, 512, 512, 512] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 512, 512] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 512, 512] 64x64_16x32_2
3090 82 102400 [2, 82, 102400, 512, 512, 512] -1
3090 82 102400 [2, 82, 102400, 512, 2048, 512] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 2048, 512] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 2048, 512] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 2048, 512] 64x32_16x32_0
3090 82 102400 [2, 82, 102400, 512, 2048, 512] 64x64_32x16_2
3090 82 102400 [2, 82, 102400, 512, 2048, 512] -1
3090 82 102400 [2, 82, 102400, 512, 512, 512] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 512, 512] 64x64_32x16_2
3090 82 102400 [2, 82, 102400, 512, 512, 512] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 512, 512] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 512, 512] 64x64_16x32_2
3090 82 102400 [2, 82, 102400, 512, 512, 512] -1
3090 82 102400 [2, 82, 102400, 512, 4096, 64] 64x32_16x32_0
3090 82 102400 [2, 82, 102400, 512, 4096, 64] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 4096, 64] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 4096, 64] 128x32_64x16_0
3090 82 102400 [2, 82, 102400, 512, 4096, 64] 128x32_32x32_0
3090 82 102400 [2, 82, 102400, 512, 4096, 64] -1
3090 82 102400 [2, 82, 102400, 512, 512, 2048] 64x64_32x16_2
3090 82 102400 [2, 82, 102400, 512, 512, 2048] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 512, 2048] 64x64_16x32_2
3090 82 102400 [2, 82, 102400, 512, 512, 2048] 64x32_32x16_4
3090 82 102400 [2, 82, 102400, 512, 512, 2048] 64x32_16x32_4
3090 82 102400 [2, 82, 102400, 512, 512, 2048] -1
3090 82 102400 [2, 82, 102400, 512, 512, 512] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 512, 512] 64x64_32x16_2
3090 82 102400 [2, 82, 102400, 512, 512, 512] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 512, 512] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 512, 512] 64x64_16x32_2
3090 82 102400 [2, 82, 102400, 512, 512, 512] -1
3090 82 102400 [2, 82, 102400, 512, 2048, 512] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 2048, 512] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 2048, 512] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 2048, 512] 64x32_16x32_0
3090 82 102400 [2, 82, 102400, 512, 2048, 512] 64x64_32x16_2
3090 82 102400 [2, 82, 102400, 512, 2048, 512] -1
3090 82 102400 [2, 82, 102400, 512, 512, 2048] 64x64_32x16_2
3090 82 102400 [2, 82, 102400, 512, 512, 2048] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 512, 2048] 64x64_16x32_2
3090 82 102400 [2, 82, 102400, 512, 512, 2048] 64x32_32x16_4
3090 82 102400 [2, 82, 102400, 512, 512, 2048] 64x32_16x32_4
3090 82 102400 [2, 82, 102400, 512, 512, 2048] -1
3090 82 102400 [2, 82, 102400, 512, 4096, 64] 64x32_16x32_0
3090 82 102400 [2, 82, 102400, 512, 4096, 64] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 4096, 64] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 4096, 64] 128x32_64x16_0
3090 82 102400 [2, 82, 102400, 512, 4096, 64] 128x32_32x32_0
3090 82 102400 [2, 82, 102400, 512, 4096, 64] -1
3090 82 102400 [2, 82, 102400, 512, 512, 512] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 512, 512] 64x64_32x16_2
3090 82 102400 [2, 82, 102400, 512, 512, 512] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 512, 512] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 512, 512] 64x64_16x32_2
3090 82 102400 [2, 82, 102400, 512, 512, 512] -1
3090 82 102400 [2, 82, 102400, 512, 768, 768] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 768, 768] 64x64_32x16_2
3090 82 102400 [2, 82, 102400, 512, 768, 768] 64x64_16x32_2
3090 82 102400 [2, 82, 102400, 512, 768, 768] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 768, 768] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 768, 768] -1
3090 82 102400 [2, 82, 102400, 512, 768, 512] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 768, 512] 64x64_32x16_2
3090 82 102400 [2, 82, 102400, 512, 768, 512] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 768, 512] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 768, 512] 64x64_16x32_2
3090 82 102400 [2, 82, 102400, 512, 768, 512] -1
3090 82 102400 [2, 82, 102400, 512, 3072, 768] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 3072, 768] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 3072, 768] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 3072, 768] 64x32_16x32_0
3090 82 102400 [2, 82, 102400, 512, 3072, 768] 64x64_32x16_2
3090 82 102400 [2, 82, 102400, 512, 3072, 768] -1
3090 82 102400 [2, 82, 102400, 512, 768, 3072] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 768, 3072] 64x64_32x16_2
3090 82 102400 [2, 82, 102400, 512, 768, 3072] 64x32_32x16_4
3090 82 102400 [2, 82, 102400, 512, 768, 3072] 64x64_16x32_2
3090 82 102400 [2, 82, 102400, 512, 768, 3072] 64x32_16x32_4
3090 82 102400 [2, 82, 102400, 512, 768, 3072] -1
3090 82 102400 [2, 82, 102400, 512, 6144, 64] 64x32_16x32_0
3090 82 102400 [2, 82, 102400, 512, 6144, 64] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 6144, 64] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 6144, 64] 128x32_64x16_0
3090 82 102400 [2, 82, 102400, 512, 6144, 64] 64x32_32x16_0
3090 82 102400 [2, 82, 102400, 512, 6144, 64] -1
3090 82 102400 [2, 82, 102400, 512, 8192, 64] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 8192, 64] 64x32_16x32_0
3090 82 102400 [2, 82, 102400, 512, 8192, 64] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 8192, 64] 512x64_64x32_2
3090 82 102400 [2, 82, 102400, 512, 8192, 64] 128x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 8192, 64] -1
3090 82 102400 [2, 82, 102400, 512, 1024, 512] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 1024, 512] 64x64_32x16_2
3090 82 102400 [2, 82, 102400, 512, 1024, 512] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 1024, 512] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 1024, 512] 64x64_16x32_2
3090 82 102400 [2, 82, 102400, 512, 1024, 512] -1
3090 82 102400 [2, 82, 102400, 512, 1024, 1024] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 1024, 1024] 64x64_32x16_2
3090 82 102400 [2, 82, 102400, 512, 1024, 1024] 64x64_16x32_2
3090 82 102400 [2, 82, 102400, 512, 1024, 1024] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 1024, 1024] 128x64_128x16_2
3090 82 102400 [2, 82, 102400, 512, 1024, 1024] -1
3090 82 102400 [2, 82, 102400, 512, 1024, 4096] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 1024, 4096] 64x64_32x16_2
3090 82 102400 [2, 82, 102400, 512, 1024, 4096] 64x32_32x16_4
3090 82 102400 [2, 82, 102400, 512, 1024, 4096] 64x64_16x32_2
3090 82 102400 [2, 82, 102400, 512, 1024, 4096] 64x32_16x32_4
3090 82 102400 [2, 82, 102400, 512, 1024, 4096] -1
3090 82 102400 [2, 82, 102400, 512, 4096, 1024] 64x64_32x16_0
3090 82 102400 [2, 82, 102400, 512, 4096, 1024] 64x64_16x32_0
3090 82 102400 [2, 82, 102400, 512, 4096, 1024] 64x32_16x32_0
3090 82 102400 [2, 82, 102400, 512, 4096, 1024] 128x64_32x64_4
3090 82 102400 [2, 82, 102400, 512, 4096, 1024] 128x64_128x16_4
3090 82 102400 [2, 82, 102400, 512, 4096, 1024] -1
